id,source_url,source_name,title,publication_date,targeted_vertical,country,summary,raw_excerpt,date_of_scrape,signal_type
48,https://www.verizon.com/business/products/5g-edge/,Verizon Business - 5G Edge,5G Edge: Mobile Edge Computing (MEC) | Verizon,6/1/2026,Industry & Manufacturing / Retail (edge computing use cases),Global,"Verizon’s 5G Edge product pages and white papers describe private MEC and 5G solutions aimed at low-latency enterprise applications across industry, retail and public sector. The material documents Verizon’s private MEC offers and cloud collaborations (e.g., AWS) and shows how Verizon packages connectivity+edge to accelerate enterprise deployments compared with operators focusing only on radio access.","5G Edge combines the power of our 5G network with mobile edge computing (MEC) to improve business efficiency, speed up data access, and drive performance.",2026-08-19T09:49:05.4393081,news
49,https://www.vodafone.com/business/news-and-insights/case-studies,Vodafone Business - Case Studies,Case studies - Vodafone Business,7/15/2026,Retail & Customer Experience / FMCG (enterprise case studies),Global,"Vodafone Business case studies catalogue show deployments across retail, FMCG and logistics using private networks, edge computing and cloud. The volume and variety of published use cases indicate Vodafone’s focus on converting trials to scalable enterprise offerings, enabling market share gains in verticals that may outpace operators slower to monetise use cases.","Spanning a wide range of industries, our case studies demonstrate how existing business customers are using solutions from across our portfolio.",2026-08-19T09:49:06.2301113,news
50,https://www.broadbandtvnews.com/2026/07/24/belgian-fibre-cooperation-cleared/,Broadband TV News,Belgian fibre cooperation cleared,7/24/2026,Fiber / Public Sector & Infrastructure,Belgium,"BroadbandTVNews reports that the Belgian Competition Authority approved cooperation between Proximus, Fiberklaar, Telenet and Wyre to accelerate gigabit fiber roll-out in Flanders. The clearance enables coordinated large-scale fiber deployments (over 2M homes/businesses), showing Proximus and partners potentially outpacing competitors in national fiber coverage expansion.","The Belgian Competition Authority has approved cooperation between Proximus, Fiberklaar, Telenet and Wyre to expand gigabit networks in Flanders.",2026-08-19T09:49:06.9582716,news
51,https://www.bipt.be/operatoren/publicatie/besluit-van-7-april-2026-tot-wijziging-van-het-besluit-van-19-december-2023-betreffende-de-private-lokale-netwerken-in-de-3800-4200mhz-band-en-de-toewijzing-van-e-212-mobiele-netwerkcodes,BIPT / IBPT (Dutch-language),Besluit van 7 april 2026 tot wijziging ... private lokale netwerken in de 3800-4200MHz-band,4/7/2026,"Industry & Manufacturing (private networks, spectrum)",Belgium,"Dutch-language publication of the BIPT decision setting technical and allocation rules for private/local networks in 3.8–4.2 GHz and E.212 code assignments. The amendment is targeted at enabling industrial campus and enterprise private 5G deployments, reducing time-to-market for providers that quickly adopt the new rules. National operators who rapidly capitalise on this (for example, Proximus) are positioned to capture enterprise verticals earlier than rivals that delay standalone deployments.",Het besluit heeft betrekking op de delen van de 3800-4200MHz-band die geïdentificeerd zijn voor private lokale netwerken en de technische gebruiksvoorwaarden van die netwerken.,2026-08-19T10:01:33.2878724,regulation
52,https://www.rcrwireless.com/20240523/featured/deutsche-telekom-deploys-private-5g-at-german-paper-mill,RCR Wireless News,Deutsche Telekom deploys private 5G at German paper mill,5/23/2024,Industry & Manufacturing (private 5G deployment),Germany,"RCR Wireless reports on DT's deployment of a standalone private 5G network across an expansive paper mill site, highlighting scale (120+ antennas) and full SA architecture. The article underscores DT's operational lead in executing large campus rollouts compared with operators that have fewer large-scale SA/private references, a factor enterprise buyers consider when choosing suppliers over incumbents who are slower to deliver.","The private 5G network includes more than 120 antennas delivering standalone 5G throughout 350,000 square meters.",2026-08-19T10:01:34.1049753,news
53,https://www.vodafone.com/news/newsroom/technology/vodafone-on-edge-of-something-big-in-europe-for-customers,Vodafone Newsroom,Vodafone on the edge of something big in Europe for customers,2/20/2026,"IT Services & Cloud Integration; Retail & Customer Experience (edge, transboundary apps)",Europe,"Vodafone outlines plans for a federated European edge infrastructure spanning multiple countries, partnering with operators, customers and tech vendors to co-create cross-border low-latency applications. The initiative positions Vodafone to capture multi-national enterprise and retail/commerce edge use cases, offering an execution roadmap that can outpace operators without a federated edge strategy or multi-country delivery capability.",Vodafone is moving forward in its exploration of a federated European edge digital infrastructure that encompasses several countries across Europe.,2026-08-19T10:01:34.8079992,press_release
54,https://iot.vodafone.com/case-studies,Vodafone IoT (case studies),Case studies | Vodafone IoT,7/1/2026,FMCG / Retail & Customer Experience / Healthcare (IoT use cases),Global,"Vodafone's IoT case study library documents customer deployments across smart cities, healthcare, and logistics (e.g., MOBA smart waste, Medisanté connected healthcare), demonstrating turnkey IoT connectivity, device management and platform services. These operational references show Vodafone converting IoT propositions into industry vertical wins—evidence of commercial momentum that can outflank operators with fewer verticalized case studies.","MOBA’s smart waste management solution uses Vodafone IoT connectivity to optimise collection routes, reduce emissions, and support cleaner, more efficient cities.",2026-08-19T10:01:35.5488910,news
55,https://news.europawire.eu/omdia-positions-telefonica-tech-among-market-leaders-for-private-5g-networks-supporting-enterprise-digital-transformation/eu-press-release/2026/01/30/15/03/38/168758/,EuropaWire (press distribution),Omdia Positions Telefónica Tech Among Market Leaders for Private 5G Networks,1/30/2026,Industry & Manufacturing / IT Services & Cloud Integration,Global,"Press release summarising Omdia's recognition of Telefónica Tech as a leader in private 5G strategies and products, citing a stronger industrial approach than many competitors. This analyst validation signals Telefónica's ability to capture enterprise verticals (manufacturing, utilities) and suggests it is outpacing operators that lack combined industrial services and multi-vendor portfolios.",The analyst firm attributes this category to companies with leading solutions and that it considers worthy of inclusion in most technology selection lists.,2026-08-19T10:01:36.3031399,press_release
56,https://www.telefonica.com/en/wp-content/uploads/sites/5/2026/01/PR-EN-Telefonica-Tech-Omdia-vf.pdf,Telefónica (PDF press release),Omdia recognises Telefónica Tech's leadership in private 5G networks (PDF),1/30/2026,Industry & Manufacturing / IT Services,Global,"Detailed press PDF describing Omdia's assessment and Telefónica Tech's private 5G portfolio, including hybrid/dedicated options and industrial services. The document emphasises Telefónica's portfolio depth and readiness to support vertical digital transformation, positioning the operator ahead of rivals that have less mature enterprise offerings.","The analysis firm highlights Telefónica Tech's solid portfolio and credentials, as well as its superior industrial approach compared to most of its competitors.",2026-08-19T10:01:37.0562840,press_release
57,https://marketpulseuk.co.uk/ofcom-expands-5g-licence-exemptions-24-march-2026,MarketPulseUK,"Ofcom expands 5G licence exemptions, 24 March 2026",3/24/2026,Industry & Manufacturing / Retail (spectrum regulation enabling private networks),United Kingdom,"Coverage of Ofcom's March 2026 changes extending licence exemptions (including 3.8–4.2 GHz and mmWave bands) which simplify enterprise access to 5G NR devices and local private network deployments. The regulatory change reduces barriers and benefits operators and vendors ready to sell private and edge solutions; operators with active shared-access strategies (e.g., Vodafone, local UK players) gain a commercial edge over rivals slower to align to the new regime.",New Ofcom rules (S.I. 2026/203) extend licence exemptions to 5G NR devices across more bands—including 3.8–4.2GHz and 26/40GHz.,2026-08-19T10:01:37.7648099,news
58,https://www.ofcom.org.uk/spectrum/frequencies/shared-access,Ofcom,Shared access licences,5/1/2026,Industry & Manufacturing (spectrum policy enabling private networks),United Kingdom,Ofcom's shared access licence framework and updates (including 2026 refreshes) aim to widen access to local spectrum for mobile private networks and enterprise innovators. The policy provides a structural advantage to operators and vendors who can operationalise shared licences across enterprise customers—improving time-to-deploy relative to operators in markets with more restrictive spectrum rules.,"The shared access licence is part of a new framework for enabling shared use of spectrum, aiming to make it easier for people and businesses to access spectrum for a wide range of local wireless connectivity applications.",2026-08-19T10:01:38.5705223,regulation
